Fund Code;Manager No;Date;Fund;Manager;Market Value;AccCode;Account;Category;Manager Code;PtfCcy  Code;ptfCcy Rate;PtfCcy Market Value; % of Total  Value (EUR)
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-62571.08;264812;Investment Management Fee L;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-62571.08;-0.01
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-32210.56;264819;Investment Management Fee LH;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-32210.56;-0.01
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-565.13;264822;Cash Management Fees LH;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-565.13;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-22058.84;264824;Investment Management Fee SH;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-22058.84;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-387.00;264826;Cash Management Fees SH;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-387.00;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-244.09;264914;Collateral Mgmt fee;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-244.09;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-736.75;264915;Collateral Mgmt fee;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-736.75;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-0.01;264939;Performance Fee SDI;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-0.01;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-187.79;266086;Annual Subscription Fee;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-187.79;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-566.77;266087;Annual Subscription Fee;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-566.77;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-300.60;266088;NO LABEL FOR THIS ACCOUNT;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-300.60;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-907.21;266089;Research Fee - Internal;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-907.21;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-23.46;266090;Tax Reclaim Fee;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-23.46;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-70.85;266091;Tax Reclaim Fee;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-70.85;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-336786.68;154151;Trailer fee;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-336786.68;-0.08
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;542578.18;154151;Trailer fee;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;542578.18;0.12
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;83755.44;154587;Management Fee Rebate;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;83755.44;0.02
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-1162877.50;261110;Fund s Dividends Payable;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-1162877.50;-0.26
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-46.94;266396;Proxy Voting Fee;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-46.94;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-141.66;266397;Proxy Voting Fee;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-141.66;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-187.79;268105;Legal Fee;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-187.79;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-566.77;268106;Legal Fee;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-566.77;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-266.99;268120;Audit Fee;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-266.99;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-27275.90;268121;Audit Fee;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-27275.90;-0.01
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-140.85;268125;Printing Expenses;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-140.85;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-425.04;268126;Printing Expenses;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-425.04;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-469.45;268205;Publication Expenses;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-469.45;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-1416.83;268206;Publication Expenses;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-1416.83;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-16277.42;268221;Expenses 124;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-16277.42;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-23.46;268834;Regulatory Fees;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-23.46;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-70.85;268835;Regulatory Fees;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-70.85;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;0.01;269608;Performance Fee SHC;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;0.01;0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;0.01;269627;Perf. Fee Crystallised SDI;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;0.01;0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;0.01;269635;Performance Fee LCA;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;0.01;0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;0.02;269640;Performance Fee LHD;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;0.02;0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;-0.01;269641;Performance Fee SCA;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;-0.01;-0.00
DB2015;0;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;INFRASTRUCTURE OPPORTUNITY COLLECTION;0.01;295490;Performance Fee SHD;3. Cash and Cash in Settlement;DB2015/0;EUR;1.000000;0.01;0.00
DB2015;644485;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL - CASH;2521485.01;156100;Receivable on Sales;3. Cash and Cash in Settlement;DB2015/644485;EUR;1.000000;2521485.01;0.57
DB2015;644485;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL - CASH;362338.93;156500;Rec. on Currencies purchased;3. Cash and Cash in Settlement;DB2015/644485;EUR;1.000000;362338.93;0.08
DB2015;644485;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL - CASH;2576395.77;144191;ETD Cash;3. Cash and Cash in Settlement;DB2015/644485;EUR;1.000000;2576395.77;0.58
DB2015;644485;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL - CASH;83984.41;144671;ETD Open Trade;3. Cash and Cash in Settlement;DB2015/644485;EUR;1.000000;83984.41;0.02
DB2015;644485;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL - CASH;671115.60;144672;ETD Initial Marg;3. Cash and Cash in Settlement;DB2015/644485;EUR;1.000000;671115.60;0.15
DB2015;644485;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL - CASH;-543377.05;265000;Payable on Redemptions;3. Cash and Cash in Settlement;DB2015/644485;EUR;1.000000;-543377.05;-0.12
DB2015;644485;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL - CASH;-5344276.04;266100;Payable on Purchases;3. Cash and Cash in Settlement;DB2015/644485;EUR;1.000000;-5344276.04;-1.21
DB2015;644485;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL - CASH;554296.50;155000;Receivable on Subscriptions;3. Cash and Cash in Settlement;DB2015/644485;EUR;1.000000;554296.50;0.13
DB2015;644485;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL - CASH;2727968.94;156100;Receivable on Sales;3. Cash and Cash in Settlement;DB2015/644485;EUR;1.000000;2727968.94;0.62
DB2015;644485;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL - CASH;306927.36;144191;ETD Cash;3. Cash and Cash in Settlement;DB2015/644485;EUR;1.000000;306927.36;0.07
DB2015;644485;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL - CASH;-363461.11;266500;Pay.on Currencies Sold;3. Cash and Cash in Settlement;DB2015/644485;EUR;1.000000;-363461.11;-0.08
DB2015;644485;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL - CASH;221651820.21;143270;CPO Funds;1. Stock;DB2015/644485;EUR;1.000000;221651820.21;50.11
DB2015;644485;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL - CASH;17207143.64;143297;Value Adjust./Investm. Funds;1. Stock;DB2015/644485;EUR;1.000000;17207143.64;3.89
DB2015;644485;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL - CASH;-83984.41;143298;Value Adj. / Financial Futures;2. Derivatives;DB2015/644485;EUR;1.000000;-83984.41;-0.02
DB2015;644485;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL - CASH;527.39;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB2015/644485;EUR;1.000000;527.39;0.00
DB2015;644485;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL - CASH;-6311154.19;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB2015/644485;EUR;1.000000;-6311154.19;-1.43
DB2015;644485;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL - CASH;114338.57;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB2015/644485;EUR;1.000000;114338.57;0.03
DB2015;644485;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL - CASH;-1352.74;152001;Int.Rec.Bank Accounts;3. Cash and Cash in Settlement;DB2015/644485;EUR;1.000000;-1352.74;-0.00
DB2015;644489;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL LHC HEDGE CLASS;0.01;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB2015/644489;EUR;1.000000;0.01;0.00
DB2015;644489;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL LHC HEDGE CLASS;-0.02;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB2015/644489;EUR;1.000000;-0.02;-0.00
DB2015;644489;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL LHC HEDGE CLASS;-0.01;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB2015/644489;EUR;1.000000;-0.01;-0.00
DB2015;644489;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL LHC HEDGE CLASS;-0.01;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB2015/644489;EUR;1.000000;-0.01;-0.00
DB2015;644489;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL LHC HEDGE CLASS;-76183.46;144400;Adjustment F.E.T.;2. Derivatives;DB2015/644489;EUR;1.000000;-76183.46;-0.02
DB2015;644491;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL LHD HEDGE CLASS;0.01;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB2015/644491;EUR;1.000000;0.01;0.00
DB2015;644491;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL LHD HEDGE CLASS;0.01;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB2015/644491;EUR;1.000000;0.01;0.00
DB2015;644491;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL LHD HEDGE CLASS;-44405.22;144400;Adjustment F.E.T.;2. Derivatives;DB2015/644491;EUR;1.000000;-44405.22;-0.01
DB2015;644491;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL LHD HEDGE CLASS;0.01;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB2015/644491;EUR;1.000000;0.01;0.00
DB2015;644491;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL LHD HEDGE CLASS;0.02;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB2015/644491;EUR;1.000000;0.02;0.00
DB2015;644493;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL SHC HEDGE CLASS;0.01;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB2015/644493;EUR;1.000000;0.01;0.00
DB2015;644493;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL SHC HEDGE CLASS;-22222.50;144400;Adjustment F.E.T.;2. Derivatives;DB2015/644493;EUR;1.000000;-22222.50;-0.01
DB2015;644493;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL SHC HEDGE CLASS;0.01;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB2015/644493;EUR;1.000000;0.01;0.00
DB2015;644493;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL SHC HEDGE CLASS;0.01;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB2015/644493;EUR;1.000000;0.01;0.00
DB2015;644493;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL SHC HEDGE CLASS;-0.01;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB2015/644493;EUR;1.000000;-0.01;-0.00
DB2015;644495;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL SHD HEDGE CLASS;-59518.93;144400;Adjustment F.E.T.;2. Derivatives;DB2015/644495;EUR;1.000000;-59518.93;-0.01
DB2015;644495;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL SHD HEDGE CLASS;-0.01;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB2015/644495;EUR;1.000000;-0.01;-0.00
DB2015;644495;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;MIFL SHD HEDGE CLASS;0.01;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB2015/644495;EUR;1.000000;0.01;0.00
DB2015;682588;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;Morgan Stanley Investment Management Ltd;3589559.09;156100;Receivable on Sales;3. Cash and Cash in Settlement;DB2015/682588;EUR;1.000000;3589559.09;0.81
DB2015;682588;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;Morgan Stanley Investment Management Ltd;872.86;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB2015/682588;EUR;1.000000;872.86;0.00
DB2015;682588;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;Morgan Stanley Investment Management Ltd;52543.74;156500;Rec. on Currencies purchased;3. Cash and Cash in Settlement;DB2015/682588;EUR;1.000000;52543.74;0.01
DB2015;682588;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;Morgan Stanley Investment Management Ltd;4494933.90;156500;Rec. on Currencies purchased;3. Cash and Cash in Settlement;DB2015/682588;EUR;1.000000;4494933.90;1.02
DB2015;682588;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;Morgan Stanley Investment Management Ltd;52825.04;156500;Rec. on Currencies purchased;3. Cash and Cash in Settlement;DB2015/682588;EUR;1.000000;52825.04;0.01
DB2015;682588;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;Morgan Stanley Investment Management Ltd;-3432871.41;266500;Pay.on Currencies Sold;3. Cash and Cash in Settlement;DB2015/682588;EUR;1.000000;-3432871.41;-0.78
DB2015;682588;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;Morgan Stanley Investment Management Ltd;-1060413.30;266500;Pay.on Currencies Sold;3. Cash and Cash in Settlement;DB2015/682588;EUR;1.000000;-1060413.30;-0.24
DB2015;682588;20/09/2021;INFRASTRUCTURE OPPORTUNITY COLLECTION;Morgan Stanley Investment Management Ltd;-163700.94;266500;Pay.on Currencies Sold;3. Cash and Cash in Settlement;DB2015/682588;EUR;1.000000;-163700.94;-0.04
