Fund Custody Code;External Fund Identifier;PTG Name;Trade Date;Settlement Date;Maturity Date;Transaction ID;Fund Manager Reference;Transaction Type;Transaction Description;Reversal Flag;Security Name;Collateral Counterparty Name;ISIN Code;Security Description;Quantity;Currency;Price;Gross Amount;Interest;Brokerage;Tax;Expenses;Net Amount;Buy Currency;Purchase Amount;Sell Currency;Sold Amount;FX Rate;Deposit Amount;Deposit Rate;No. of Days;Collateral Counterparty BIC Code;Fund Manager BIC Code;Bloomberg Code
15216;15163Z5908260COLIN;DYNAMIC COLLECTION COLLATERAL;23/05/2017;24/05/2017;;015216EE00006000;SWBC 4431875-3351801;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;310000;;0;;0;0;0;0;0;FETALULL;;
15217;15161Z5908260COLIN;MED BLACKROCK GLBL SLTN COLLATERAL;23/05/2017;24/05/2017;;015217EE00023000;SWBC 4431868-3351614;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;410000;;0;;0;0;0;0;0;FETALULL;;
15218;15160Z5908260COLIN;MED JP MORGAN GLBL SLTN COLLATERAL;23/05/2017;24/05/2017;;015218EE00020000;SWBC 4431895-3351650;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;480000;;0;;0;0;0;0;0;FETALULL;;
15219;15159Z5908260COLIN;MEDIO M STANLEY GBL SLTN COLLATERAL;23/05/2017;24/05/2017;;015219EE00023000;SWBC 4431896-3351649;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;650000;;0;;0;0;0;0;0;FETALULL;;
16457;16330Z5908260COLIN;SOCIALLY RESPONSIBLE COLLECTION COL;23/05/2017;24/05/2017;;016457EE00006000;SWBC 4431903-3351648;EE;CASH DIRECT ENTRY;N;;;;;0;EUR;0;0;0;0;0;0;300000;;0;;0;0;0;0;0;;;
19162;880Z8714486COLOUT;GLOBAL HIGH YIELD 12;23/05/2017;24/05/2017;;019162TP00012000;;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;CITIBANK NA;;;0;USD;0;0;0;0;0;0;280000;;0;;0;0;0;0;0;CITIUS33;PRUIUS3F;
11156;10594Z8719429COLOUT;CHALLEN SOLIDITY & RETURN FUND MAML;24/05/2017;25/05/2017;;011156TP00360000;;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;680000;;0;;0;0;0;0;0;MSLNGB2X;;
14814;14737Z8719429COLOUT;COUPON STRATEGY COLLECTION;23/05/2017;23/05/2017;;014814TP00774000;SWCC 4432048-3351826;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-340000;;0;;0;0;0;0;0;GSILGB2X;;
15221;15156Z5908260COLIN;COUPON STRAT COLLECTION COLLATERAL;25/05/2017;25/05/2017;;015221SE00029000;SWBC 4434429-3353808;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-2180000;;0;;0;0;0;0;0;FETALULL;;
19804;19045Z5908260COLIN;CH COUNTER CYCLICAL MAML-COLL-MLI;25/05/2017;25/05/2017;;019804SE00006000;SWBC 4434484-3353812;SE;CASH WITHDRAWAL;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-120000;;0;;0;0;0;0;0;MLILGB3L;;
19795;19044Z5908260COLIN;CH SOLIDITY & RETURN FUND-COLL-MLI;25/05/2017;25/05/2017;;019795SE00008000;SWBC 4434524-3353820;SE;CASH WITHDRAWAL;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-880000;;0;;0;0;0;0;0;MLILGB3L;;
19793;19044Z5908260COLIN;CH SOLIDITY & RETURN FUND-COLL-GSI;25/05/2017;25/05/2017;;019793SE00010000;SWBC 4434523-3353819;SE;CASH WITHDRAWAL;N;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-2800000;;0;;0;0;0;0;0;GSILGB2X;;
19723;19036Z5908260COLIN;EMERGING MKTS COLLECT - COLL - MLI;25/05/2017;25/05/2017;;019723SE00001000;SWBC 4434215-3353799;SE;CASH WITHDRAWAL;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-260000;;0;;0;0;0;0;0;MLILGB3L;;
19696;16148Z5908260COLIN;INFRASTRUCTURE OPP COLL  MLI;25/05/2017;25/05/2017;;019696SE00005000;SWBC 4434470-3353810;SE;CASH WITHDRAWAL;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-40000;;0;;0;0;0;0;0;MLILGB3L;;
19649;15266Z5908260COLIN;NEW OPP COLLECT - COLL - GSI;25/05/2017;25/05/2017;;019649SE00003000;SWBC 4434474-3353811;SE;CASH WITHDRAWAL;N;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-10000;;0;;0;0;0;0;0;GSILGB2X;;
19642;15156Z5908260COLIN;COUPON STRATEGY COLLECT-COLLAT-MLI;25/05/2017;25/05/2017;;019642SE00034000;SWBC 4434586-3353823;SE;CASH WITHDRAWAL;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-300000;;0;;0;0;0;0;0;MLILGB3L;;
19896;19056Z5908260COLIN;CH EMRG MKTS EQTY MAML-COLLAT-MLI;25/05/2017;25/05/2017;;019896SE00003000;SWBC 4434251-3353804;SE;CASH WITHDRAWAL;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-110000;;0;;0;0;0;0;0;MLILGB3L;;
19888;19055Z5908260COLIN;CH PACIFIC EQUITY MAML-COLLAT-MLI;25/05/2017;25/05/2017;;019888SE00002000;SWBC 4434520-3353818;SE;CASH WITHDRAWAL;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-100000;;0;;0;0;0;0;0;MLILGB3L;;
19880;19054Z5908260COLIN;CH EUROPEAN EQ MAML - COLLAT MLI;25/05/2017;25/05/2017;;019880SE00004000;SWBC 4434508-3353814;SE;CASH WITHDRAWAL;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-210000;;0;;0;0;0;0;0;MLILGB3L;;
19872;19053Z5908260COLIN;CH NORTH AMERICA EQ MAML-COLL-MLI;25/05/2017;25/05/2017;;019872SE00015000;SWBC 4434517-3353817;SE;CASH WITHDRAWAL;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-250000;;0;;0;0;0;0;0;MLILGB3L;;
19588;15162Z5908260COLIN;EQUITY POWER CPN COLLECT -COLL-MLI;25/05/2017;25/05/2017;;019588SE00007000;SWBC 4434221-3353800;SE;CASH WITHDRAWAL;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-130000;;0;;0;0;0;0;0;MLILGB3L;;
19561;15165Z5908260COLIN;EUROPEAN COLLECTION - COLLAT - MLI;25/05/2017;25/05/2017;;019561SE00003000;SWBC 4434226-3353801;SE;CASH WITHDRAWAL;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-140000;;0;;0;0;0;0;0;MLILGB3L;;
18077;17169Z5921873COLIN;EQUILIBRIUM/18008/MSTANLEY/COL OTC;25/05/2017;25/05/2017;;018077SE00111000;TRANSACTION REF GT5YO1J34GMNIZ;SE;CASH WITHDRAWAL;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;-700000;;0;;0;0;0;0;0;MSLNGB2X;;
16264;16147Z5908260COLIN;CONV STRATEGY COLLECT COLLATERAL;25/05/2017;25/05/2017;;016264SE00026000;SWBC 4434417-3353806;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-410000;;0;;0;0;0;0;0;FETALULL;;
19840;19049Z5908260COLIN;CHAL ENERGY FUND MAML -COLLAT MLI;25/05/2017;25/05/2017;;019840SE00004000;SWBC 4434254-3353805;SE;CASH WITHDRAWAL;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-60000;;0;;0;0;0;0;0;MLILGB3L;;
19848;19050Z5908260COLIN;CHAL INTL EQUITY MAML -COLLAT MLI;25/05/2017;25/05/2017;;019848SE00011000;SWBC 4434511-3353815;SE;CASH WITHDRAWAL;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-170000;;0;;0;0;0;0;0;MLILGB3L;;
19864;19052Z5908260COLIN;CHAL INT BOND MAML -COLLAT MLI;25/05/2017;25/05/2017;;019864SE00005000;SWBC 4434513-3353816;SE;CASH WITHDRAWAL;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-70000;;0;;0;0;0;0;0;MLILGB3L;;
16264;16147Z5908260COLIN;CONV STRATEGY COLLECT COLLATERAL;25/05/2017;26/05/2017;;016264SE00027000;SWBC 4435986-3355288;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-870000;;0;;0;0;0;0;0;FETALULL;;
16265;16148Z5908260COLIN;INFRAST OPP COLLECTION COLLATERAL;25/05/2017;26/05/2017;;016265SE00019000;SWBC 4436042-3355291;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-830000;;0;;0;0;0;0;0;FETALULL;;
15210;15167Z5908260COLIN;GLOBAL HIGH YIELD COLLATERAL;25/05/2017;26/05/2017;;015210SE00032000;SWBC 4436041-3355290;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-7160000;;0;;0;0;0;0;0;FETALULL;;
15217;15161Z5908260COLIN;MED BLACKROCK GLBL SLTN COLLATERAL;25/05/2017;26/05/2017;;015217SE00015000;SWBC 4435983-3355287;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-460000;;0;;0;0;0;0;0;FETALULL;;
15218;15160Z5908260COLIN;MED JP MORGAN GLBL SLTN COLLATERAL;25/05/2017;26/05/2017;;015218SE00019000;SWBC 4436043-3355293;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-500000;;0;;0;0;0;0;0;FETALULL;;
15219;15159Z5908260COLIN;MEDIO M STANLEY GBL SLTN COLLATERAL;25/05/2017;26/05/2017;;015219SE00022000;SWBC 4436046-3355295;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-750000;;0;;0;0;0;0;0;FETALULL;;
15221;15156Z5908260COLIN;COUPON STRAT COLLECTION COLLATERAL;25/05/2017;26/05/2017;;015221SE00030000;SWBC 4435988-3355289;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-6570000;;0;;0;0;0;0;0;FETALULL;;
15222;19051Z5908260COLIN;CHALLENGE INT INCOME FD COLLATERAL;25/05/2017;26/05/2017;;015222SE00019000;SWBC 4436073-3355298;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-610000;;0;;0;0;0;0;0;FETALULL;;
15223;19050Z5908260COLIN;CHALLENGE INTL EQUITY COLLATERAL;25/05/2017;26/05/2017;;015223SE00011000;SWBC 4436064-3355296;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-340000;;0;;0;0;0;0;0;FETALULL;;
15224;19052Z5908260COLIN;CHALLENGE INT BOND FD COLLATERAL;25/05/2017;26/05/2017;;015224SE00015000;SWBC 4436070-3355297;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-450000;;0;;0;0;0;0;0;FETALULL;;
19642;15156Z5908260COLIN;COUPON STRATEGY COLLECT-COLLAT-MLI;25/05/2017;26/05/2017;;019642EE00026000;SWBC 4435946-3355364;EE;CASH DIRECT ENTRY;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;800000;;0;;0;0;0;0;0;MLILGB3L;;
19872;19053Z5908260COLIN;CH NORTH AMERICA EQ MAML-COLL-MLI;25/05/2017;26/05/2017;;019872EE00014000;SWBC 4436077-3355368;EE;CASH DIRECT ENTRY;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;340000;;0;;0;0;0;0;0;MLILGB3L;;
19831;19048Z5908260COLIN;CHAL CYCLICAL MAML - COLLAT MLI;25/05/2017;25/05/2017;;019831SE00006000;SWBC 4434247-3353803;SE;CASH WITHDRAWAL;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-110000;;0;;0;0;0;0;0;MLILGB3L;;
19813;19046Z5908260COLIN;CHAL TECHNOLOGY FD - COLLAT MLI;25/05/2017;25/05/2017;;019813SE00002000;SWBC 4434526-3353821;SE;CASH WITHDRAWAL;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-260000;;0;;0;0;0;0;0;MLILGB3L;;
15210;15167Z5908260COLIN;GLOBAL HIGH YIELD COLLATERAL;25/05/2017;25/05/2017;;015210SE00031000;SWBC 4434435-3353809;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-2650000;;0;;0;0;0;0;0;FETALULL;;
14814;14737Z8719429COLOUT;COUPON STRATEGY COLLECTION;25/05/2017;25/05/2017;;014814TP00780000;SWCC 4434588-3353825;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;BANK OF AMERICA NA;;;0;EUR;0;0;0;0;0;0;500000;;0;;0;0;0;0;0;BOFAGB22;;
2350;1623Z8719429COLOUT;EQUITY POWER COUPON COLLECTION CASH;24/05/2017;24/05/2017;;002350TPA0622000;;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-820000;;0;;0;0;0;0;0;GSILGB2X;;
10355;569Z8719429COLOUT;CHALLENGE NORTH AMERICA EQUITY MAML;24/05/2017;24/05/2017;;010355TP00474000;;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-1550000;;0;;0;0;0;0;0;GSILGB2X;;
16250;16133Z8719429COLOUT;INFRASTRUCTURE OPP COLLECTION;24/05/2017;24/05/2017;;016250TP00407000;;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-290000;;0;;0;0;0;0;0;GSILGB2X;;
16249;16134Z8719429COLOUT;CONVERTIBLE STRATEGY COLLECTION;24/05/2017;24/05/2017;;016249TP00412000;;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-920000;;0;;0;0;0;0;0;GSILGB2X;;
10349;1298Z8719429COLOUT;CHALLENGE TECHNOLOGY MAML;24/05/2017;24/05/2017;;010349TP00183000;;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-260000;;0;;0;0;0;0;0;GSILGB2X;;
10348;570Z8719429COLOUT;CHALLENGE EUROPEAN EQUITY MAML;24/05/2017;24/05/2017;;010348TP00537000;;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-860000;;0;;0;0;0;0;0;GSILGB2X;;
10345;1291Z8719429COLOUT;CHALLENGE ENERGY FUND MAML;24/05/2017;24/05/2017;;010345TP00177000;;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-340000;;0;;0;0;0;0;0;GSILGB2X;;
10367;1296Z8719429COLOUT;CHALLENGE FINANCIAL MAML;24/05/2017;24/05/2017;;010367TP00224000;;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-290000;;0;;0;0;0;0;0;GSILGB2X;;
10365;1295Z8719429COLOUT;CHALLENGE COUNTER CYCLICAL MAML;24/05/2017;24/05/2017;;010365TP00247000;;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-450000;;0;;0;0;0;0;0;GSILGB2X;;
10362;1292Z8719429COLOUT;CHALLENGE CYCLICAL MAML;24/05/2017;24/05/2017;;010362TP00239000;;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-390000;;0;;0;0;0;0;0;GSILGB2X;;
10360;578Z8719429COLOUT;CHALLENGE INT BOND MAML;24/05/2017;24/05/2017;;010360TP00192000;;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-300000;;0;;0;0;0;0;0;GSILGB2X;;
10340;1544Z8719429COLOUT;CHALLENGE INTL EQUITY MAML;24/05/2017;24/05/2017;;010340TP00705000;;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-750000;;0;;0;0;0;0;0;GSILGB2X;;
14018;13883Z5970552COLOUT;MEDIO PIMCO INFLATION STRAT SLTN;25/05/2017;25/05/2017;;014018TP00608000;SWCC 000700700012855;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;CITIBANK NA;;;0;EUR;0;0;0;0;0;0;-260000;;0;;0;0;0;0;0;CITIGB2L;;
14814;14737Z8719429COLOUT;COUPON STRATEGY COLLECTION;24/05/2017;24/05/2017;;014814TP00779000;;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-2220000;;0;;0;0;0;0;0;GSILGB2X;;
1088;879Z8719429COLOUT;US COLLECTION CASH;24/05/2017;24/05/2017;;001088TPA0546000;;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-260000;;0;;0;0;0;0;0;GSILGB2X;;
15089;15030Z8719429COLOUT;NEW OPPORTUNITIES COLLECTION;25/05/2017;26/05/2017;;015089TP00220000;SWCC 4436056-3355367;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-260000;;0;;0;0;0;0;0;MLILGB2A;;
4191;880Z8719429COLOUT;GLOBAL HIGH YIELD FUND MAML;25/05/2017;26/05/2017;;004191TPA1405000;SWCC 4436012-3355366;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;BANK OF AMERICA NA;;;0;EUR;0;0;0;0;0;0;-110000;;0;;0;0;0;0;0;BOFAGB22;;
14814;14737Z8719429COLOUT;COUPON STRATEGY COLLECTION;25/05/2017;26/05/2017;;014814TP00781000;SWCC 4435958-3355365;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;BANK OF AMERICA NA;;;0;EUR;0;0;0;0;0;0;-500000;;0;;0;0;0;0;0;BOFAGB22;;
18077;17169Z5921873COLIN;EQUILIBRIUM/18008/MSTANLEY/COL OTC;22/05/2017;26/05/2017;;018077SE00112000;TRANSACTION REF GT5YO1J309K3R2;SE;CASH WITHDRAWAL;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;-500000;;0;;0;0;0;0;0;MSLNGB2X;;
18077;17169Z5921873COLIN;EQUILIBRIUM/18008/MSTANLEY/COL OTC;26/05/2017;26/05/2017;;018077EE00119000;TRANSACTION NUM GT5YODJ35UPFZW;EE;CASH DIRECT ENTRY;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;530000;;0;;0;0;0;0;0;MSLNGB2X;;
19641;15156Z5908260COLIN;COUPON STRATEGY COLLECT-COLLAT-JPM;26/05/2017;26/05/2017;;019641EE00009000;SWBC 4437429-3356672;EE;CASH DIRECT ENTRY;N;;JPMORGAN CHASE BANK N.A.;;;0;EUR;0;0;0;0;0;0;600000;;0;;0;0;0;0;0;CHASGB2L;;
11156;10594Z8719429COLOUT;CHALLEN SOLIDITY & RETURN FUND MAML;26/05/2017;26/05/2017;;011156TP00361000;SWCC 4437220-3356453;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;110000;;0;;0;0;0;0;0;MSLNGB2X;;
17991;17632Z5908260COLIN;FINANCIAL INCOME STRATEGY  COLLATER;01/05/2017;05/05/2017;;017991TP00002000;;TP;CASH TRANSFER BETWEEN PORTFOLIOS;Y;;;;;0;EUR;0;0;0;0;0;0;5232.48;;0;;0;0;0;0;0;;;
15222;19051Z5908260COLIN;CHALLENGE INT INCOME FD COLLATERAL;26/05/2017;29/05/2017;;015222EE00023000;SWBC 4438413-3357583;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;300000;;0;;0;0;0;0;0;FETALULL;;
16265;16148Z5908260COLIN;INFRAST OPP COLLECTION COLLATERAL;26/05/2017;29/05/2017;;016265EE00025000;SWBC 4438401-3357580;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;320000;;0;;0;0;0;0;0;FETALULL;;
15210;15167Z5908260COLIN;GLOBAL HIGH YIELD COLLATERAL;26/05/2017;29/05/2017;;015210EE00032000;SWBC 4438393-3357579;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;3770000;;0;;0;0;0;0;0;FETALULL;;
15219;15159Z5908260COLIN;MEDIO M STANLEY GBL SLTN COLLATERAL;26/05/2017;29/05/2017;;015219EE00024000;SWBC 4438405-3357581;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;320000;;0;;0;0;0;0;0;FETALULL;;
16264;16147Z5908260COLIN;CONV STRATEGY COLLECT COLLATERAL;29/05/2017;29/05/2017;;016264EE00026000;SWBC 4438320-3357577;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;570000;;0;;0;0;0;0;0;FETALULL;;
15221;15156Z5908260COLIN;COUPON STRAT COLLECTION COLLATERAL;26/05/2017;29/05/2017;;015221EE00031000;SWBC 4438324-3357578;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;3650000;;0;;0;0;0;0;0;FETALULL;;
15224;19052Z5908260COLIN;CHALLENGE INT BOND FD COLLATERAL;26/05/2017;29/05/2017;;015224EE00022000;SWBC 4438410-3357582;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;280000;;0;;0;0;0;0;0;FETALULL;;
19543;15167Z5908260COLIN;GLOBAL HIGH YIELD FUND-COLLAT-MLI;30/05/2017;31/05/2017;;019543EE00002000;SWBC 4440326-3359589;EE;CASH DIRECT ENTRY;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;330000;;0;;0;0;0;0;0;MLILGB3L;;
19847;19050Z5908260COLIN;CHAL INTL EQUITY MAML -COLLAT JPM;30/05/2017;30/05/2017;;019847EE00003000;SWBC 4440338-3359588;EE;CASH DIRECT ENTRY;N;;JPMORGAN CHASE BANK N.A.;;;0;EUR;0;0;0;0;0;0;270000;;0;;0;0;0;0;0;CHASGB2L;;
19071;18438Z5908260COLIN;EUROPEAN COUPON STRATEGY COLLECTIONCOLLATERAL A/C;30/05/2017;31/05/2017;;019071EE00003000;SWBC 4440321-3359590;EE;CASH DIRECT ENTRY;N;;;;;0;EUR;0;0;0;0;0;0;280000;;0;;0;0;0;0;0;;;
19544;15167Z5908260COLIN;GLOBAL HIGH YIELD FUND-COLLAT-MSI;30/05/2017;30/05/2017;;019544SE00003000;SWBC 4439622-3358762;SE;CASH WITHDRAWAL;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;-270000;;0;;0;0;0;0;0;MSLNGB2X;;
20226;19055Z5908260COLIN;CHALLENGE PACIFIC EQUITY COLLAT-MSI;30/05/2017;30/05/2017;;010343TP00402000;;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;2.33;;0;;0;0;0;0;0;MSLNGB2X;;
16264;16147Z5908260COLIN;CONV STRATEGY COLLECT COLLATERAL;31/05/2017;31/05/2017;;016264SE00028000;SWBC 4439931-3359134;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-1070000;;0;;0;0;0;0;0;FETALULL;;
16265;16148Z5908260COLIN;INFRAST OPP COLLECTION COLLATERAL;31/05/2017;31/05/2017;;016265SE00020000;SWBC 4439939-3359139;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-360000;;0;;0;0;0;0;0;FETALULL;;
19642;15156Z5908260COLIN;COUPON STRATEGY COLLECT-COLLAT-MLI;31/05/2017;31/05/2017;;019642SE00035000;SWBC 4439932-3359135;SE;CASH WITHDRAWAL;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-520000;;0;;0;0;0;0;0;MLILGB3L;;
15210;15167Z5908260COLIN;GLOBAL HIGH YIELD COLLATERAL;31/05/2017;31/05/2017;;015210SE00033000;SWBC 4439937-3359137;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-5060000;;0;;0;0;0;0;0;FETALULL;;
15219;15159Z5908260COLIN;MEDIO M STANLEY GBL SLTN COLLATERAL;31/05/2017;31/05/2017;;015219SE00023000;SWBC 4439942-3359140;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-420000;;0;;0;0;0;0;0;FETALULL;;
15221;15156Z5908260COLIN;COUPON STRAT COLLECTION COLLATERAL;31/05/2017;31/05/2017;;015221SE00031000;SWBC 4439933-3359136;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-3620000;;0;;0;0;0;0;0;FETALULL;;
